Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_13	cds	112828	113313	-	DALOPK_11990		SLT domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4V7SNL5
contig_13	cds	113737	114120	+	DALOPK_11995	traM	Relaxosome protein TraM	SO:0001217, UniRef:UniRef50_A0A2P9E0A8
contig_13	ncRNA	114249	114326	-	DALOPK_12000	finP	FinP	RFAM:RF00107, SO:0000655
contig_13	cds	114320	115036	+	DALOPK_12005	traJ	Conjugal transfer transcriptional regulator TraJ	SO:0001217, UniRef:UniRef50_A0A2S1FVE4
contig_13	cds	115440	115808	+	DALOPK_12010		Pilin	SO:0001217, UniRef:UniRef50_P04737
contig_13	cds	115822	116127	+	DALOPK_12015	traL	Protein TraL	SO:0001217, UniRef:UniRef50_A0A2A7U827
contig_13	cds	116147	116713	+	DALOPK_12020	traE	Protein TraE	SO:0001217, UniRef:UniRef50_P08322
contig_13	cds	116700	117440	+	DALOPK_12025	traK	TraK protein	SO:0001217, UniRef:UniRef50_A0A8H9E1S4
contig_13	cds	117440	118864	+	DALOPK_12030	traB	Conjugal transfer protein TraB	SO:0001217, UniRef:UniRef50_A0A7M1HZG2
contig_13	cds	118857	119453	+	DALOPK_12035	traP	Conjugal transfer protein TraP	SO:0001217, UniRef:UniRef50_A0A8A6WLW4
contig_13	cds	119488	120060	+	DALOPK_12040	traV	TraV protein	SO:0001217, UniRef:UniRef50_Q65AH6
contig_13	cds	120953	121171	+	DALOPK_12045		hypothetical protein	
contig_13	cds	121172	121489	+	DALOPK_12050		Group-specific protein	SO:0001217, UniRef:UniRef50_U9YTM4
contig_13	cds	121556	121960	+	DALOPK_12055		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A0E1CMP8
contig_13	cds	122003	122302	+	DALOPK_12060	hdeA	Acid stress chaperone HdeA	SO:0001217, UniRef:UniRef50_W1EDG8
contig_13	cds	122319	122708	+	DALOPK_12065		Transmembrane protein	SO:0001217, UniRef:UniRef50_G9G2K2
contig_13	cds	122780	125419	+	DALOPK_12070	traC	Conjugal transfer ATP-binding protein TraC	SO:0001217, UniRef:UniRef50_A0A483G4M3
contig_13	cds	125419	125808	+	DALOPK_12075	trbI	Type-F conjugative transfer system protein TrbI	SO:0001217, UniRef:UniRef50_A0A660G2X5
contig_13	cds	125808	126434	+	DALOPK_12080	traW	TraW protein	SO:0001217, UniRef:UniRef50_Q65AH1
contig_13	cds	126476	126865	+	DALOPK_12085		DUF4381 domain-containing protein	SO:0001217, UniRef:UniRef50_D4HQL1
contig_13	cds	126862	127851	+	DALOPK_12090	traU	Conjugal transfer pilus assembly protein TraU	SO:0001217, UniRef:UniRef50_A0A377XBC4
contig_13	cds	127864	128502	+	DALOPK_12095	trbC	Type-F conjugative transfer system pilin assembly protein TrbC	SO:0001217, UniRef:UniRef50_A0A328TUH1
contig_13	cds	128561	130516	+	DALOPK_12100	traN	Type-F conjugative transfer system mating-pair stabilization protein TraN	SO:0001217, UniRef:UniRef50_A0A483K5L9
contig_13	cds	130548	130784	+	DALOPK_12105	trbE	Conjugal transfer protein TrbE	SO:0001217, UniRef:UniRef50_A0A7H4N3R5
contig_13	cds	130781	130966	+	DALOPK_12110		Succinate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A483I570
contig_13	cds	131012	131338	+	DALOPK_12115		DUF2500 domain-containing protein	SO:0001217, UniRef:UniRef50_G9G2J2
contig_13	cds	131359	132111	+	DALOPK_12120	traF	Type-F conjugative transfer system pilin assembly protein TraF	SO:0001217, UniRef:UniRef50_A0A7S9DQZ0
contig_13	cds	132122	132361	+	DALOPK_12125	traQ	Conjugal transfer pilin chaperone TraQ	SO:0001217, UniRef:UniRef50_A0A485D2U1
contig_13	cds	132333	132890	+	DALOPK_12130	trbB	Type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB	SO:0001217, UniRef:UniRef50_A0A1Q6ASH6
contig_13	cds	132936	133379	+	DALOPK_12135	trbF	Conjugal transfer protein TrbF	SO:0001217, UniRef:UniRef50_A0A7D5FZA7
contig_13	cds	133369	134736	+	DALOPK_12140	traH	Conjugal transfer protein TraH	SO:0001217, UniRef:UniRef50_A0A062WMG0
contig_13	cds	134736	137585	+	DALOPK_12145		TraG-N domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7M1I3R1
contig_13	ncRNA	135455	135540	-	DALOPK_12150	AS-traG	Antisense to traG	RFAM:RF02874, SO:0000644
contig_13	cds	137582	138118	+	DALOPK_12155	traS	Conjugal transfer entry exclusion protein TraS	SO:0001217, UniRef:UniRef50_A0A7D3P619
contig_13	cds	138307	139038	+	DALOPK_12160	traT	TraT complement resistance protein	SO:0001217, UniRef:UniRef50_P13979
contig_13	cds	139229	139351	+	DALOPK_12165		hypothetical protein	
contig_13	cds	139398	141680	+	DALOPK_12170	traD	Conjugal transfer protein TraD	SO:0001217, UniRef:UniRef50_A0A331MFF0
contig_13	cds	141680	146938	+	DALOPK_12175	traI	OriT nicking and unwinding protein TraI (DNA helicase I)	SO:0001217, UniRef:UniRef50_A0A2P9E096
contig_13	cds	147019	147744	+	DALOPK_12180	traX	Type-F conjugative transfer system pilin acetylase TraX	SO:0001217, UniRef:UniRef50_A0A2X1QG02
contig_13	cds	147816	148409	+	DALOPK_12185		Fertility inhibition protein	SO:0001217, UniRef:UniRef50_A0A3P2IM00
contig_13	cds	148576	149172	+	DALOPK_12190		PIN7 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C7AUF4
contig_13	cds	149222	149443	+	DALOPK_12195		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A2W7TCE6
contig_13	cds	149499	150149	+	DALOPK_12200		DUF2726 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2Z2GWV6
contig_13	cds	150146	150454	+	DALOPK_12205		Prophage protein	SO:0001217, UniRef:UniRef50_W7NMJ6
contig_13	cds	150549	151109	+	DALOPK_12210		Phospholipase D	SO:0001217, UniRef:UniRef50_A0A663BIQ2
contig_13	cds	151245	151514	+	DALOPK_12215	copB	Protein CopB	SO:0001217, UniRef:UniRef50_A0A2S1JDS7
contig_13	ncRNA	151620	151708	-	DALOPK_12220	copA	CopA-like RNA	RFAM:RF00042, SO:0000655
contig_14	cds	1	1014	+	DALOPK_12225		Replication initiation protein	SO:0001217, UniRef:UniRef50_P13961
contig_14	cds	1338	1637	-	DALOPK_12230		hypothetical protein	
contig_14	cds	2088	2942	+	DALOPK_12235		hypothetical protein	
contig_14	cds	3169	4236	-	DALOPK_12240		hypothetical protein	PFAM:PF00672.28
contig_14	cds	4229	7234	-	DALOPK_12245		Tn3-like element Tn3 family transposase	BlastRules:WP_032495017, SO:0001217, UniRef:UniRef50_P03008
contig_14	cds	7396	7953	+	DALOPK_12250		Transposon Tn1331 resolvase	SO:0001217, UniRef:UniRef50_P21424
contig_14	cds	8136	8741	+	DALOPK_12255	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	NCBIProtein:WP_063840280.1, SO:0001217, UniRef:UniRef50_P19650
contig_14	cds	8823	9080	+	DALOPK_12260		hypothetical protein	PFAM:PF18765.4
contig_14	cds	9092	9337	+	DALOPK_12265		Transposase	SO:0001217, UniRef:UniRef50_A0A7U3M165
contig_14	cds	9334	9786	+	DALOPK_12270		IS26 transposase	SO:0001217, UniRef:UniRef50_A0A2Z5VJF3
contig_14	cds	10113	10247	-	DALOPK_12275		hypothetical protein	
contig_14	cds	11010	11876	+	DALOPK_12280		Uncharacterized protein	SO:0001217, UniRef:UniRef50_P18351
contig_14	cds	12449	13654	+	DALOPK_12285		Plasmid partition protein A	SO:0001217, UniRef:UniRef50_P07620
contig_14	cds	13654	14628	+	DALOPK_12290		Plasmid Partition par B protein	SO:0001217, UniRef:UniRef50_P07621
contig_14	cds	14710	15981	-	DALOPK_12295	umuC	Protein UmuC	SO:0001217, UniRef:UniRef50_P04152
contig_14	cds	15981	16412	-	DALOPK_12300	samA	Protein SamA	SO:0001217, UniRef:UniRef50_A0A379XIG3
contig_14	cds	16818	18305	+	DALOPK_12305		Retron-type reverse transcriptase	SO:0001217, UniRef:UniRef50_A0A2X1Q015
contig_14	cds	18457	18732	+	DALOPK_12310	tnp	IS1 family IS1X3 transposase ORF A	IS:IS1X3, SO:0001217, UniRef:UniRef50_A0A2I8SHZ5
contig_14	cds	18777	19154	+	DALOPK_12315		Transposase	SO:0001217, UniRef:UniRef50_A0A6N3QHQ2
contig_14	cds	19515	19805	-	DALOPK_12320		hypothetical protein	
contig_14	cds	20320	21288	+	DALOPK_12325		IS5 family transposase	SO:0001217, UniRef:UniRef50_A0A7T5UB26
contig_14	cds	21330	21419	-	DALOPK_12330		hypothetical protein	
contig_14	cds	21428	21814	-	DALOPK_12335	stbA	StbA	SO:0001217, UniRef:UniRef50_A0A1V2G4P2
contig_14	cds	22361	22777	+	DALOPK_12340	traK	TraK protein	SO:0001217, UniRef:UniRef50_A0A485C5B5
contig_14	cds	22779	24308	+	DALOPK_12345		type IV secretion system DNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001F38762F
contig_14	cds	24308	27550	+	DALOPK_12350		ATP-dependent RecD-like DNA helicase	SO:0001217, UniRef:UniRef50_A0A6G8F840
contig_14	cds	27550	27723	+	DALOPK_12355		hypothetical protein	
contig_14	cds	27873	28571	+	DALOPK_12360		hypothetical protein	
contig_14	cds	28603	29802	-	DALOPK_12365	tet(A)	tetracycline efflux MFS transporter Tet(A)	NCBIProtein:WP_012579085.1, SO:0001217, UniRef:UniRef50_A0A3Q8VRE3
contig_14	cds	29881	30558	+	DALOPK_12370	tetR(A)	tetracycline resistance transcriptional repressor TetR(A)	BlastRules:WP_000164043, SO:0001217, UniRef:UniRef50_P03038
contig_14	cds	30590	30832	-	DALOPK_12375		Relaxase	SO:0001217, UniRef:UniRef50_A0A2P9EC95
contig_14	cds	31101	31595	+	DALOPK_12380		Delta-FipA	SO:0001217, UniRef:UniRef50_L0R2L2
contig_14	cds	31769	32302	-	DALOPK_12385		Endonuclease	SO:0001217, UniRef:UniRef50_A0A198GLY4
contig_14	cds	32302	33297	-	DALOPK_12390		Type IV secretion system protein	SO:0001217, UniRef:UniRef50_A0A8G9M874
contig_14	cds	33339	34499	-	DALOPK_12395	traF	TraF protein	SO:0001217, UniRef:UniRef50_Q46705
contig_14	cds	34499	35383	-	DALOPK_12400	traO	TraO protein	SO:0001217, UniRef:UniRef50_Q46704
contig_14	cds	35394	36092	-	DALOPK_12405	traE	TraE protein	SO:0001217, UniRef:UniRef50_Q46703
contig_14	cds	36311	37351	-	DALOPK_12410	traD	Conjugal transfer protein TraD	SO:0001217, UniRef:UniRef50_G1CCV4
contig_14	cds	37367	37594	-	DALOPK_12415	eexN	IncN-type entry exclusion lipoprotein EexN	BlastRules:WP_000734973, SO:0001217, UniRef:UniRef50_E2EAP1
contig_14	cds	37602	38315	-	DALOPK_12420	traC	TraC	SO:0001217, UniRef:UniRef50_G1CCV6
contig_14	cds	38333	40933	-	DALOPK_12425	traB	Conjugal transfer protein TraB	SO:0001217, UniRef:UniRef50_Q0ZKR5
contig_14	cds	40933	41250	-	DALOPK_12430	traA	Conjugal transfer protein TraA	SO:0001217, UniRef:UniRef50_G1CCV8
contig_14	cds	41300	41593	-	DALOPK_12435	traM	Conjugal transfer protein TraM	SO:0001217, UniRef:UniRef50_Q46696
contig_14	cds	41603	41884	-	DALOPK_12440		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A6C7H3D7
contig_14	cds	41893	42627	-	DALOPK_12445		Conjugal transfer protein	SO:0001217, UniRef:UniRef50_F6IB97
contig_14	cds	42736	43041	+	DALOPK_12450		hypothetical protein	
contig_14	cds	43057	43401	+	DALOPK_12455		CDP-alcohol phosphatidyltransferase family protein	SO:0001217, UniRef:UniRef50_A0A2Z5VJK5
contig_14	cds	43398	43712	+	DALOPK_12460		Conjugal transfer protein	SO:0001217, UniRef:UniRef50_A0A379D0F1
contig_14	cds	43748	44059	+	DALOPK_12465		hypothetical protein	
contig_14	cds	44115	44756	+	DALOPK_12470		Restriction endonuclease	SO:0001217, UniRef:UniRef50_A0A2S1BJ74
contig_14	cds	44761	44967	+	DALOPK_12475		DNA-binding protein	SO:0001217, UniRef:UniRef50_F6IBA3
contig_14	cds	44978	45244	-	DALOPK_12480		Zn-Tnp-IS1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A348DMF8
contig_14	cds	45349	46782	+	DALOPK_12485		Type II methyltransferase M-EcoRII	SO:0001217, UniRef:UniRef50_P05101
contig_14	cds	46816	48030	-	DALOPK_12490		type II site-specific deoxyribonuclease	BlastRules:WP_143212653, SO:0001217, UniRef:UniRef50_P14633
contig_14	cds	48291	49055	-	DALOPK_12495		IS6-like element IS6100 family transposase	BlastRules:WP_001389365, SO:0001217, UniRef:UniRef50_A0A5P9CVE5
contig_14	cds	49442	49579	+	DALOPK_12500		hypothetical protein	
contig_14	cds	49562	50062	-	DALOPK_12505		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A899NBB6
contig_14	cds	50190	51029	-	DALOPK_12510	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	NCBIProtein:WP_000259031.1, SO:0001217, UniRef:UniRef50_A0A3M1L060
contig_14	cds	51134	51424	+	DALOPK_12515		hypothetical protein	PFAM:PF02954.22
contig_14	cds	51520	52164	+	DALOPK_12520	qnrB2	quinolone resistance pentapeptide repeat protein QnrB2	NCBIProtein:WP_012695489.1, SO:0001217, UniRef:UniRef50_A0A2C6DQ40
contig_14	cds	52206	52658	-	DALOPK_12525		Signal peptide protein	SO:0001217, UniRef:UniRef50_A0A071M1M7
contig_14	cds	53193	53843	+	DALOPK_12530		Dipeptide-binding protein	SO:0001217, UniRef:UniRef50_A0A4U9HZD2
contig_14	cds	53965	55506	-	DALOPK_12535		IS91 family transposase	SO:0001217, UniRef:UniRef50_A0A349X582
contig_14	cds	55911	56750	-	DALOPK_12540	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	NCBIProtein:WP_000259031.1, SO:0001217, UniRef:UniRef50_A0A3M1L060
contig_14	cds	56744	57091	-	DALOPK_12545	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NCBIProtein:WP_000679427.1, SO:0001217, UniRef:UniRef50_A0A2Z3XFM5
contig_14	cds	57275	57748	-	DALOPK_12550	dfrA25	trimethoprim-resistant dihydrofolate reductase DfrA25	NCBIProtein:WP_029391998.1, SO:0001217, UniRef:UniRef50_Q934B2
contig_14	ncRNA-region	57746	57814	-			putative aminoglycoside riboswitch / attI site	RFAM:RF02912, SO:0000035
contig_14	cds	57904	58917	+	DALOPK_12555	intI1	class 1 integron integrase IntI1	BlastRules:WP_000845054, SO:0001217, UniRef:UniRef50_A0A257FG49
contig_14	cds	59310	59789	+	DALOPK_12560		Resolvase/invertase-type recombinase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6C7H1M7
contig_14	cds	60413	61732	+	DALOPK_12565	tnp	IS1182 family ISKpn6 transposase	IS:ISKpn6, SO:0001217, UniRef:UniRef50_A0A2Z2P096
contig_14	cds	61982	62863	-	DALOPK_12570	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	NCBIProtein:WP_004199234.1, SO:0001217, UniRef:UniRef50_Q848S6
contig_14	cds	62915	63154	-	DALOPK_12575		hypothetical protein	
contig_14	cds	63151	63930	-	DALOPK_12580	istB	IS21-like element ISKpn7 family helper ATPase IstB	BlastRules:WP_004152394, SO:0001217, UniRef:UniRef50_A0A1Y0FGF8
contig_14	cds	63927	64952	-	DALOPK_12585	tnp	IS21 family ISKpn7 transposase	IS:ISKpn7, SO:0001217, UniRef:UniRef50_A0A1Y0FKH1
contig_14	cds	65059	68088	-	DALOPK_12590	tnpA	Tn3-like element Tn4401 family transposase	BlastRules:WP_004152392, SO:0001217, UniRef:UniRef50_A0A376VVM6
contig_14	cds	68198	69913	+	DALOPK_12595	tnpR	Tn3-like element Tn4401 family resolvase TnpR	BlastRules:WP_004152391, SO:0001217, UniRef:UniRef50_A0A063BFN6
contig_14	cds	70208	70363	+	DALOPK_12600		Transposase	SO:0001217, UniRef:UniRef50_H6X424
contig_14	cds	70412	71404	+	DALOPK_12605		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A0H3FIW9
contig_14	cds	71926	72408	-	DALOPK_12610	blaTEM	TEM family class A beta-lactamase	NCBIProtein:WP_000027057.1
contig_14	cds	72520	73224	-	DALOPK_12615	tnp	IS6 family IS15DIV transposase	IS:IS15DIV, SO:0001217, UniRef:UniRef50_Q573Q1
contig_14	cds	73271	74539	-	DALOPK_12620		Integrase catalytic region	SO:0001217, UniRef:UniRef50_C5TC55
contig_14	cds	74614	75321	-	DALOPK_12625		hypothetical protein	PFAM:PF00563.23
contig_14	cds	75318	75554	-	DALOPK_12630	merE	broad-spectrum mercury transporter MerE	NCBIFam:NF010310.2, SO:0001217, UniRef:UniRef50_Q935L2
contig_14	cds	75551	75913	-	DALOPK_12635	merD	mercury resistance co-regulator MerD	NCBIFam:NF033783.1, SO:0001217, UniRef:UniRef50_A0A2R3IL41
contig_14	cds	75931	77625	-	DALOPK_12640	merA	mercury(II) reductase	NCBIFam:TIGR02053.1, SO:0001217, UniRef:UniRef50_P00392
contig_14	cds	77677	78099	-	DALOPK_12645	merC	organomercurial transporter MerC	NCBIProtein:AAC33908.1, SO:0001217, UniRef:UniRef50_A0A0A1H6J0
contig_14	cds	78261	78638	-	DALOPK_12650		Transposase	SO:0001217, UniRef:UniRef50_A0A6N3QHQ2
contig_14	cds	78683	78958	-	DALOPK_12655	tnp	IS1 family ISKpn14 transposase ORF A	IS:ISKpn14, SO:0001217, UniRef:UniRef50_A0A2I8SHZ5
contig_14	cds	78992	79702	-	DALOPK_12660	recF	DNA replication and repair protein RecF	SO:0001217, UniRef:UniRef50_A0A6G7ICR3
contig_14	cds	79776	80177	-	DALOPK_12665	vapC	Ribonuclease VapC	SO:0001217, UniRef:UniRef50_A0A833V3M6
contig_14	cds	80189	80419	-	DALOPK_12670		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_Q0H049
contig_14	cds	81007	81225	+	DALOPK_12675		hypothetical protein	PFAM:PF07362.15
contig_14	cds	81227	81532	+	DALOPK_12680	ccdB	Toxin CcdB	SO:0001217, UniRef:UniRef50_A0A0J5FXM9
contig_14	cds	81578	82723	+	DALOPK_12685		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1G4DF59
contig_14	cds	82718	82861	-	DALOPK_12690		hypothetical protein	
contig_14	cds	82921	83715	+	DALOPK_12695	resD	Resolvase ResD	SO:0001217, UniRef:UniRef50_A0A2P9E5F7
contig_14	cds	83802	83999	-	DALOPK_12700		hypothetical protein	
contig_14	cds	84171	84473	-	DALOPK_12705		Par-like protein	SO:0001217, UniRef:UniRef50_S1PMW8
contig_14	cds	84470	85096	-	DALOPK_12710	parA	ParA family plasmid-partitioning AAA ATPase	BlastRules:WP_010260829, SO:0001217, UniRef:UniRef50_A0A1T4UUQ7
contig_14	cds	85729	86604	-	DALOPK_12715	repB	RepB family plasmid replication initiator protein	SO:0001217, UniRef:UniRef50_A0A1I3SCP3
contig_14	cds	87016	88287	-	DALOPK_12720	umuC	Protein UmuC	SO:0001217, UniRef:UniRef50_P04152
contig_14	cds	88287	88718	-	DALOPK_12725	samA	Protein SamA	SO:0001217, UniRef:UniRef50_A0A379XIG3
contig_14	cds	88953	89924	+	DALOPK_12730	stbA	StbA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7I7AGK1
contig_14	cds	89927	90598	+	DALOPK_12735		Mediator of plasmid stability	SO:0001217, UniRef:UniRef50_A0A3G4RIK5
contig_14	cds	90661	90891	+	DALOPK_12740		DUF2892 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q8YLE1
contig_14	cds	91328	92029	+	DALOPK_12745	yubD	Putative methylase YubD	SO:0001217, UniRef:UniRef50_Q9S4X2
contig_14	cds	92029	92250	+	DALOPK_12750		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A0A093DB27
contig_14	cds	92260	92679	+	DALOPK_12755		DUF1380 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2X3IUI6
contig_14	cds	92733	93500	+	DALOPK_12760		Inner membrane protein	SO:0001217, UniRef:UniRef50_F1C5P6
contig_14	cds	94133	94561	+	DALOPK_12765		Antirestriction protein	SO:0001217, UniRef:UniRef50_A0A069FPX5
contig_14	cds	94604	95110	+	DALOPK_12770	ardA	Antirestriction protein ArdA	SO:0001217, UniRef:UniRef50_A0A663AP84
contig_14	cds	95153	95344	+	DALOPK_12775		Plasmid protein	SO:0001217, UniRef:UniRef50_Q1A2M1
contig_14	cds	95532	95786	+	DALOPK_12780		DNA polymerase III subunit theta	SO:0001217, UniRef:UniRef50_W9BAL1
contig_14	cds	95821	96138	+	DALOPK_12785		Transporter	SO:0001217, UniRef:UniRef50_A0A7H4N997
contig_14	cds	96934	97476	+	DALOPK_12790		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A4V3UXC0
contig_14	cds	97525	97773	+	DALOPK_12795		DUF905 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2N0VUA9
contig_14	cds	97843	99900	+	DALOPK_12800		ParB/RepB/Spo0J family partition protein	SO:0001217, UniRef:UniRef50_A0A0H2W0J9
contig_14	cds	99945	100376	+	DALOPK_12805	psiB	Protein PsiB	SO:0001217, UniRef:UniRef50_P10032
contig_14	cds	100373	101101	+	DALOPK_12810		Plasmid SOS inhibition protein A	SO:0001217, UniRef:UniRef50_A0A0J1M3S7
contig_14	cds	101098	101424	+	DALOPK_12815		Theronine dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0C7AUG8
contig_14	cds	101480	101854	+	DALOPK_12820		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A078JZ49
contig_14	ncRNA	101913	102087	+	DALOPK_12825	sok	sok antitoxin (CssrC)	RFAM:RF01794, SO:0000655
contig_14	cds	102058	102579	+	DALOPK_12830	tnp	IS3 family ISKpn8 transposase ORF A	IS:ISKpn8, SO:0001217, UniRef:UniRef50_F5NU29
contig_14	cds	102576	103427	+	DALOPK_12835	tnp	IS3 family ISKpn8 transposase ORF B	IS:ISKpn8, SO:0001217, UniRef:UniRef50_K0PYB1
contig_14	cds	103528	103686	+	DALOPK_12840		Type I toxin-antitoxin system Hok family toxin	SO:0001217, UniRef:UniRef50_A0A7G5F650
contig_14	cds	103988	104218	-	DALOPK_12845		hypothetical protein	
contig_14	cds	104385	104657	+	DALOPK_12850		TAXi-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0E1CMP9
contig_14	cds	104654	105004	+	DALOPK_12855		hypothetical protein	
contig_14	cds	105019	105336	+	DALOPK_12860		DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A1Q8YUK3
contig_14	cds	106176	106532	+	DALOPK_12865		Dopa decarboxylase protein remnant	SO:0001217, UniRef:UniRef50_S5N495
contig_14	cds	106593	106805	+	DALOPK_12870		hypothetical protein	
contig_14	cds	106816	107040	+	DALOPK_12875		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A377YU09
contig_14	cds	107121	107441	+	DALOPK_12880		Type II toxin-antitoxin system RelE/ParE family toxin	SO:0001217, UniRef:UniRef50_A0A7I6U733
contig_14	cds	107431	107709	+	DALOPK_12885		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C7AUS1
contig_14	cds	107710	108123	+	DALOPK_12890		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_G9G282
contig_14	cds	108841	109221	+	DALOPK_12895		hypothetical protein	
contig_14	cds	109288	109635	+	DALOPK_12900		DUF559 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U4T8H9
contig_14	cds	109730	109876	+	DALOPK_12905		Succinate dehydrogenase flavoprotein subunit	SO:0001217, UniRef:UniRef50_J6IMA8
contig_14	cds	109927	110760	+	DALOPK_12910		N6-Mtase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C7AUH5
contig_14	cds	110587	110967	-	DALOPK_12915		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A078K4K2
contig_14	cds	111577	112398	+	DALOPK_12920		DUF945 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E4GNX1
contig_14	cds	112398	112760	+	DALOPK_12925		FYR N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0E1CN52
contig_14	cds	112793	113278	-	DALOPK_12930		SLT domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4V7SNL5
contig_14	cds	113702	114085	+	DALOPK_12935	traM	Relaxosome protein TraM	SO:0001217, UniRef:UniRef50_A0A2P9E0A8
contig_14	ncRNA	114214	114291	-	DALOPK_12940	finP	FinP	RFAM:RF00107, SO:0000655
contig_14	cds	114285	115001	+	DALOPK_12945	traJ	Conjugal transfer transcriptional regulator TraJ	SO:0001217, UniRef:UniRef50_A0A2S1FVE4
contig_14	cds	115405	115773	+	DALOPK_12950		Pilin	SO:0001217, UniRef:UniRef50_P04737
contig_14	cds	115787	116092	+	DALOPK_12955	traL	Protein TraL	SO:0001217, UniRef:UniRef50_A0A2A7U827
contig_14	cds	116112	116678	+	DALOPK_12960	traE	Protein TraE	SO:0001217, UniRef:UniRef50_P08322
contig_14	cds	116665	117405	+	DALOPK_12965	traK	TraK protein	SO:0001217, UniRef:UniRef50_A0A8H9E1S4
contig_14	cds	117405	118829	+	DALOPK_12970	traB	Conjugal transfer protein TraB	SO:0001217, UniRef:UniRef50_A0A7M1HZG2
contig_14	cds	118822	119418	+	DALOPK_12975	traP	Conjugal transfer protein TraP	SO:0001217, UniRef:UniRef50_A0A8A6WLW4
contig_14	cds	119453	120025	+	DALOPK_12980	traV	TraV protein	SO:0001217, UniRef:UniRef50_Q65AH6
contig_14	cds	120918	121136	+	DALOPK_12985		hypothetical protein	
contig_14	cds	121137	121454	+	DALOPK_12990		Group-specific protein	SO:0001217, UniRef:UniRef50_U9YTM4
contig_14	cds	121521	121925	+	DALOPK_12995		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A0E1CMP8
contig_14	cds	121968	122267	+	DALOPK_13000	hdeA	Acid stress chaperone HdeA	SO:0001217, UniRef:UniRef50_W1EDG8
contig_14	cds	122284	122673	+	DALOPK_13005		Transmembrane protein	SO:0001217, UniRef:UniRef50_G9G2K2
contig_14	cds	122745	125384	+	DALOPK_13010	traC	Conjugal transfer ATP-binding protein TraC	SO:0001217, UniRef:UniRef50_A0A483G4M3
contig_14	cds	125384	125773	+	DALOPK_13015	trbI	Type-F conjugative transfer system protein TrbI	SO:0001217, UniRef:UniRef50_A0A660G2X5
contig_14	cds	125773	126399	+	DALOPK_13020	traW	TraW protein	SO:0001217, UniRef:UniRef50_Q65AH1
contig_14	cds	126441	126830	+	DALOPK_13025		DUF4381 domain-containing protein	SO:0001217, UniRef:UniRef50_D4HQL1
contig_14	cds	126827	127816	+	DALOPK_13030	traU	Conjugal transfer pilus assembly protein TraU	SO:0001217, UniRef:UniRef50_A0A377XBC4
contig_14	cds	127829	128467	+	DALOPK_13035	trbC	Type-F conjugative transfer system pilin assembly protein TrbC	SO:0001217, UniRef:UniRef50_A0A328TUH1
contig_14	cds	128526	130481	+	DALOPK_13040	traN	Type-F conjugative transfer system mating-pair stabilization protein TraN	SO:0001217, UniRef:UniRef50_A0A483K5L9
